sample_id,source,is_synthetic,slide_filename,page_number,topic_hint,intent,user_id,conversation_id,question,tutor_answer,created_at
SYN-SLIDE-0094,synthetic_slide,true,d2-slide-hackathon.pdf,3,DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn,explain,SYN-U034,SYN-C032,Bạn giải thích ngắn gọn nội dung chính về “DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn” được không?,"Trang 3 trình bày trọng tâm về DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn. Dựa trên slide: DIAMOND 1 — TÌM ĐÚNG VẤN ĐỀ Discover: Mở rộng — khảo sát vấn đề căn bản. Define: Thu hẹp — xác định đúng bài toán gốc. DIAMOND 2 — TÌM ĐÚNG GIẢI PHÁP Develop: Mở rộng — nhiều giải pháp tiềm năng. Deliver: Thu hẹp — chọn và triển khai. ""Kỹ sư và doanh nhân được đào tạo để giải vấn đề. Nhà thiết kế được đào tạo để khám phá vấn đề thật."" Giải pháp xuất sắc cho sai vấn đề có thể còn tệ hơn không có giải pháp. Tìm đúng vấn đề trước khi tìm giải pháp — Mô hình Double Diamond — Don Norman / British Design Council 2005 NGU",2026-07-29T05:42:00+00:00
SYN-SLIDE-0095,synthetic_slide,true,d2-slide-hackathon.pdf,3,DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn,why,SYN-U035,SYN-C032,Vì sao phần “DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 3 nêu: DIAMOND 1 — TÌM ĐÚNG VẤN ĐỀ Discover: Mở rộng — khảo sát vấn đề căn bản. Define: Thu hẹp — xác định đúng bài toán gốc. DIAMOND 2 — TÌM ĐÚNG GIẢI PHÁP Develop: Mở rộng — nhiều giải pháp tiềm năng. Deliver: Thu hẹp — chọn và triển khai. ""Kỹ sư và doanh nhân được đào tạo để giải vấn đề. Nhà thiết kế được đào tạo để khám phá vấn đề thật."" Giải pháp xuất sắc cho sai vấn đề có thể còn tệ hơn không có giải pháp. Tìm đúng vấn đề trước khi tìm giải pháp — Mô hình Double Diamond — Don Norman / British Des",2026-07-29T05:45:00+00:00
SYN-SLIDE-0096,synthetic_slide,true,d2-slide-hackathon.pdf,3,DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn,apply,SYN-U036,SYN-C032,Cho mình một cách áp dụng hoặc ghi nhớ phần “DIAMOND 1 TÌM ĐÚNG VẤN ĐỀ Discover Mở rộng khảo sát vấn đề căn”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 3: DIAMOND 1 — TÌM ĐÚNG VẤN ĐỀ Discover: Mở rộng — khảo sát vấn đề căn bản. Define: Thu hẹp — xác định đúng bài toán gốc. DIAMOND 2 — TÌM ĐÚNG GIẢI PHÁP Develop: Mở rộng — nhiều giải pháp tiềm năng. Deliver: Thu hẹp — chọn và triển khai. ""Kỹ sư và doanh nhân được đào tạo để giải vấn đề. Nhà thiết kế được đào tạo để khám phá vấn đề thật."" Giải pháp xuất sắc cho sai vấn đề có thể còn tệ hơn không có giải pháp. Tìm đúng vấn đề trước khi tìm giải pháp — Mô hình Double Diamond — Don Norman / British Des",2026-07-29T05:48:00+00:00
SYN-SLIDE-0097,synthetic_slide,true,d2-slide-hackathon.pdf,4,DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation,explain,SYN-U037,SYN-C033,Bạn giải thích ngắn gọn nội dung chính về “DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation” được không?,Trang 4 trình bày trọng tâm về DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation. Dựa trên slide: DISCOVER · PHÂN KỲ Khám phá / mở rộng góc nhìn · Quan sát thực tế Observation) · Phỏng vấn người dùng User Interview) · Khảo sát Survey · Nhật ký hành vi Diary Study) · Phân tích dữ liệu / Nhật ký hệ thống · Bản đồ các bên liên quan Stakeholder Mapping) DEFINE · HỘI TỤ Định nghĩa / chọn lọc dựa vào dữ liệu · Sơ đồ đồng cảm / Gom nhóm Affinity Mapping) · Kỹ thuật đặt câu hỏi 5 Whys · Ma trận Tác động – Nỗ lực Impact-Effort) · Biểu quyết bằng chấm tròn Dot Voting) · Câu hỏi mở hướng giải quyết How Might We) · Phát bi,2026-07-29T05:51:00+00:00
SYN-SLIDE-0098,synthetic_slide,true,d2-slide-hackathon.pdf,4,DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation,why,SYN-U038,SYN-C033,Vì sao phần “DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation” quan trọng khi xây dựng sản phẩm AI?,Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 4 nêu: DISCOVER · PHÂN KỲ Khám phá / mở rộng góc nhìn · Quan sát thực tế Observation) · Phỏng vấn người dùng User Interview) · Khảo sát Survey · Nhật ký hành vi Diary Study) · Phân tích dữ liệu / Nhật ký hệ thống · Bản đồ các bên liên quan Stakeholder Mapping) DEFINE · HỘI TỤ Định nghĩa / chọn lọc dựa vào dữ liệu · Sơ đồ đồng cảm / Gom nhóm Affinity Mapping) · Kỹ thuật đặt câu hỏi 5 Whys · Ma trận Tác động – Nỗ lực Impact-Effort) · Biểu quyết bằng chấm tròn Dot Voting) · Câu hỏi mở hướng giải quyết How,2026-07-29T05:54:00+00:00
SYN-SLIDE-0099,synthetic_slide,true,d2-slide-hackathon.pdf,4,DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation,apply,SYN-U039,SYN-C033,Cho mình một cách áp dụng hoặc ghi nhớ phần “DISCOVER PHÂN KỲ Khám phá mở rộng góc nhìn Quan sát thực tế Observation”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 4: DISCOVER · PHÂN KỲ Khám phá / mở rộng góc nhìn · Quan sát thực tế Observation) · Phỏng vấn người dùng User Interview) · Khảo sát Survey · Nhật ký hành vi Diary Study) · Phân tích dữ liệu / Nhật ký hệ thống · Bản đồ các bên liên quan Stakeholder Mapping) DEFINE · HỘI TỤ Định nghĩa / chọn lọc dựa vào dữ liệu · Sơ đồ đồng cảm / Gom nhóm Affinity Mapping) · Kỹ thuật đặt câu hỏi 5 Whys · Ma trận Tác động – Nỗ lực Impact-Effort) · Biểu quyết bằng chấm tròn Dot Voting) · Câu hỏi mở hướng giải quyết How",2026-07-29T05:57:00+00:00
SYN-SLIDE-0100,synthetic_slide,true,d2-slide-hackathon.pdf,5,CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí,explain,SYN-U040,SYN-C034,Bạn giải thích ngắn gọn nội dung chính về “CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí” được không?,"Trang 5 trình bày trọng tâm về CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí. Dựa trên slide: CURSOR ""Lệch năng lực cốt lõi"" Từ bỏ mảng AI thiết kế cơ khí CAD) để tập trung vào AI code editor — nơi đội ngũ am hiểu sâu sắc quy trình nghiệp vụ. ARTIFACT ""Sản phẩm tốt ≠ Thị trường lớn"" Ứng dụng đọc tin tích hợp AI xuất sắc, nhưng quy mô thị trường quá hẹp để thương mại hóa thành công (đóng cửa 1/2024 . NOTEBOOKLM ""Định vị đúng điểm đau"" Tập trung giải quyết nhu cầu hỏi đáp, tóm tắt trên tài liệu cá nhân và đối chiếu nguồn gốc bằng trích dẫn. Khởi nguồn từ bài toán, không bắt đầu từ AI — Ba bài học thực tế về a",2026-07-29T06:00:00+00:00
SYN-SLIDE-0101,synthetic_slide,true,d2-slide-hackathon.pdf,5,CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí,why,SYN-U041,SYN-C034,Vì sao phần “CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 5 nêu: CURSOR ""Lệch năng lực cốt lõi"" Từ bỏ mảng AI thiết kế cơ khí CAD) để tập trung vào AI code editor — nơi đội ngũ am hiểu sâu sắc quy trình nghiệp vụ. ARTIFACT ""Sản phẩm tốt ≠ Thị trường lớn"" Ứng dụng đọc tin tích hợp AI xuất sắc, nhưng quy mô thị trường quá hẹp để thương mại hóa thành công (đóng cửa 1/2024 . NOTEBOOKLM ""Định vị đúng điểm đau"" Tập trung giải quyết nhu cầu hỏi đáp, tóm tắt trên tài liệu cá nhân và đối chiếu nguồn gốc bằng trích dẫn. Khởi nguồn từ bài toán, không bắt đầu từ AI — Ba ",2026-07-29T06:03:00+00:00
SYN-SLIDE-0102,synthetic_slide,true,d2-slide-hackathon.pdf,5,CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí,apply,SYN-U042,SYN-C034,Cho mình một cách áp dụng hoặc ghi nhớ phần “CURSOR Lệch năng lực cốt lõi Từ bỏ mảng AI thiết kế cơ khí”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 5: CURSOR ""Lệch năng lực cốt lõi"" Từ bỏ mảng AI thiết kế cơ khí CAD) để tập trung vào AI code editor — nơi đội ngũ am hiểu sâu sắc quy trình nghiệp vụ. ARTIFACT ""Sản phẩm tốt ≠ Thị trường lớn"" Ứng dụng đọc tin tích hợp AI xuất sắc, nhưng quy mô thị trường quá hẹp để thương mại hóa thành công (đóng cửa 1/2024 . NOTEBOOKLM ""Định vị đúng điểm đau"" Tập trung giải quyết nhu cầu hỏi đáp, tóm tắt trên tài liệu cá nhân và đối chiếu nguồn gốc bằng trích dẫn. Khởi nguồn từ bài toán, không bắt đầu từ AI — Ba ",2026-07-29T06:06:00+00:00
SYN-SLIDE-0103,synthetic_slide,true,d2-slide-hackathon.pdf,6,REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần,explain,SYN-U043,SYN-C035,Bạn giải thích ngắn gọn nội dung chính về “REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần” được không?,"Trang 6 trình bày trọng tâm về REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần. Dựa trên slide: REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên; công đoạn nào cần chuẩn hóa để hướng tới tự động hóa? TIME-CONSUMING Tiêu tốn thời gian Khối lượng xử lý lớn; thời gian hao phí ở bước nào (tìm kiếm, đọc hiểu, chờ đợi, định dạng)? AI ADVANTAGE Lợi thế của AI Tác vụ đòi hỏi phân tích ngữ cảnh, xử lý ngôn ngữ tự nhiên, tổng hợp đa nguồn. USER PAIN POINTS Điểm đau người dùng Ai đang gặp khó khăn, phàn nàn hoặc bị tắc nghẽn liên tục? Tập trung nhận diện vấn đề; chưa vội đề xuất giải pháp. Sàng lọc bài toán sẽ diễn r",2026-07-29T06:09:00+00:00
SYN-SLIDE-0104,synthetic_slide,true,d2-slide-hackathon.pdf,6,REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần,why,SYN-U044,SYN-C035,Vì sao phần “REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 6 nêu: REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên; công đoạn nào cần chuẩn hóa để hướng tới tự động hóa? TIME-CONSUMING Tiêu tốn thời gian Khối lượng xử lý lớn; thời gian hao phí ở bước nào (tìm kiếm, đọc hiểu, chờ đợi, định dạng)? AI ADVANTAGE Lợi thế của AI Tác vụ đòi hỏi phân tích ngữ cảnh, xử lý ngôn ngữ tự nhiên, tổng hợp đa nguồn. USER PAIN POINTS Điểm đau người dùng Ai đang gặp khó khăn, phàn nàn hoặc bị tắc nghẽn liên tục? Tập trung nhận diện vấn đề; chưa vội đề xuất giải pháp. Sàng lọ",2026-07-29T06:12:00+00:00
SYN-SLIDE-0105,synthetic_slide,true,d2-slide-hackathon.pdf,6,REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần,apply,SYN-U045,SYN-C035,Cho mình một cách áp dụng hoặc ghi nhớ phần “REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên công đoạn nào cần”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 6: REPETITIVE Tác vụ lặp lại Việc diễn ra thường xuyên; công đoạn nào cần chuẩn hóa để hướng tới tự động hóa? TIME-CONSUMING Tiêu tốn thời gian Khối lượng xử lý lớn; thời gian hao phí ở bước nào (tìm kiếm, đọc hiểu, chờ đợi, định dạng)? AI ADVANTAGE Lợi thế của AI Tác vụ đòi hỏi phân tích ngữ cảnh, xử lý ngôn ngữ tự nhiên, tổng hợp đa nguồn. USER PAIN POINTS Điểm đau người dùng Ai đang gặp khó khăn, phàn nàn hoặc bị tắc nghẽn liên tục? Tập trung nhận diện vấn đề; chưa vội đề xuất giải pháp. Sàng lọ",2026-07-29T06:15:00+00:00
SYN-SLIDE-0106,synthetic_slide,true,d2-slide-hackathon.pdf,7,Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình,explain,SYN-U046,SYN-C036,Bạn giải thích ngắn gọn nội dung chính về “Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình” được không?,"Trang 7 trình bày trọng tâm về Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình. Dựa trên slide: Ưu tiên giải pháp Solution-first) Xây dựng chatbot/agent trước khi làm rõ quy trình vận hành và điểm nghẽn thực tế. Mơ hồ hiện trạng No baseline) Không lượng hóa tổn thất hiện tại, dẫn đến mất căn cứ đánh giá hiệu quả cải tiến. Bỏ qua đánh giá No evaluation) Không thiết lập kịch bản kiểm thử, chỉ số đo lường hoặc phương án đối chứng. Mập mờ ranh giới No boundary) Không rõ phạm vi tự chủ của AI và thời điểm cần con người phê duyệt Human-in-the-loop). Nếu phát hiện mắc các sai lầm trên, hãy quay lại làm rõ Problem St",2026-07-29T06:18:00+00:00
SYN-SLIDE-0107,synthetic_slide,true,d2-slide-hackathon.pdf,7,Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình,why,SYN-U047,SYN-C036,Vì sao phần “Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 7 nêu: Ưu tiên giải pháp Solution-first) Xây dựng chatbot/agent trước khi làm rõ quy trình vận hành và điểm nghẽn thực tế. Mơ hồ hiện trạng No baseline) Không lượng hóa tổn thất hiện tại, dẫn đến mất căn cứ đánh giá hiệu quả cải tiến. Bỏ qua đánh giá No evaluation) Không thiết lập kịch bản kiểm thử, chỉ số đo lường hoặc phương án đối chứng. Mập mờ ranh giới No boundary) Không rõ phạm vi tự chủ của AI và thời điểm cần con người phê duyệt Human-in-the-loop). Nếu phát hiện mắc các sai lầm trên, hãy quay l",2026-07-29T06:21:00+00:00
SYN-SLIDE-0108,synthetic_slide,true,d2-slide-hackathon.pdf,7,Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình,apply,SYN-U048,SYN-C036,Cho mình một cách áp dụng hoặc ghi nhớ phần “Ưu tiên giải pháp Solution-first Xây dựng chatbot/agent trước khi làm rõ quy trình”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 7: Ưu tiên giải pháp Solution-first) Xây dựng chatbot/agent trước khi làm rõ quy trình vận hành và điểm nghẽn thực tế. Mơ hồ hiện trạng No baseline) Không lượng hóa tổn thất hiện tại, dẫn đến mất căn cứ đánh giá hiệu quả cải tiến. Bỏ qua đánh giá No evaluation) Không thiết lập kịch bản kiểm thử, chỉ số đo lường hoặc phương án đối chứng. Mập mờ ranh giới No boundary) Không rõ phạm vi tự chủ của AI và thời điểm cần con người phê duyệt Human-in-the-loop). Nếu phát hiện mắc các sai lầm trên, hãy quay l",2026-07-29T06:24:00+00:00
SYN-SLIDE-0109,synthetic_slide,true,d2-slide-hackathon.pdf,8,PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng,explain,SYN-U049,SYN-C037,Bạn giải thích ngắn gọn nội dung chính về “PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng” được không?,"Trang 8 trình bày trọng tâm về PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng. Dựa trên slide: PAIR · CHƯƠNG 1 — REFRAME CÂU HỎI ""Can we use AI to ______?"" ↓ thay bằng hai câu hỏi: ↓ ""How might we solve ______?"" ""Can AI solve this problem in a unique way?"" Hỏi về bài toán trước, về AI sau — AI chỉ là một phương án trong nhiều phương án khả dĩ. Câu hỏi đúng quyết định bài toán bạn giải — và giải pháp bạn chọn. NGUỒN Google PAIR Ch.1 User Needs + Defining Success BÀI TOÁN · PAIR REFRAME DAY 02 · 26 / 83 AI IN ACTION - HACKATHON",2026-07-29T06:27:00+00:00
SYN-SLIDE-0110,synthetic_slide,true,d2-slide-hackathon.pdf,8,PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng,why,SYN-U050,SYN-C037,Vì sao phần “PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 8 nêu: PAIR · CHƯƠNG 1 — REFRAME CÂU HỎI ""Can we use AI to ______?"" ↓ thay bằng hai câu hỏi: ↓ ""How might we solve ______?"" ""Can AI solve this problem in a unique way?"" Hỏi về bài toán trước, về AI sau — AI chỉ là một phương án trong nhiều phương án khả dĩ. Câu hỏi đúng quyết định bài toán bạn giải — và giải pháp bạn chọn. NGUỒN Google PAIR Ch.1 User Needs + Defining Success BÀI TOÁN · PAIR REFRAME DAY 02 · 26 / 83 AI IN ACTION - HACKATHON",2026-07-29T06:30:00+00:00
SYN-SLIDE-0111,synthetic_slide,true,d2-slide-hackathon.pdf,8,PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng,apply,SYN-U051,SYN-C037,Cho mình một cách áp dụng hoặc ghi nhớ phần “PAIR CHƯƠNG 1 REFRAME CÂU HỎI Can we use AI to ______ thay bằng”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 8: PAIR · CHƯƠNG 1 — REFRAME CÂU HỎI ""Can we use AI to ______?"" ↓ thay bằng hai câu hỏi: ↓ ""How might we solve ______?"" ""Can AI solve this problem in a unique way?"" Hỏi về bài toán trước, về AI sau — AI chỉ là một phương án trong nhiều phương án khả dĩ. Câu hỏi đúng quyết định bài toán bạn giải — và giải pháp bạn chọn. NGUỒN Google PAIR Ch.1 User Needs + Defining Success BÀI TOÁN · PAIR REFRAME DAY 02 · 26 / 83 AI IN ACTION - HACKATHON",2026-07-29T06:33:00+00:00
SYN-SLIDE-0112,synthetic_slide,true,d2-slide-hackathon.pdf,9,Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao,explain,SYN-U052,SYN-C038,Bạn giải thích ngắn gọn nội dung chính về “Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao” được không?,"Trang 9 trình bày trọng tâm về Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao. Dựa trên slide: Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết (không bao gồm giải pháp). Đối tượng ảnh hưởng actor Cá nhân hoặc bộ phận chịu tác động trực tiếp từ vấn đề. Quy trình hiện tại workflow Các bước vận hành thủ công hoặc tự động hiện tại (gồm 3 7 bước). Nút thắt & Tác động bottleneck + impact Khâu gây chậm trễ, sai sót hoặc lặp lại; hệ quả hay tổn thất cụ thể. Chỉ số đo thành công success metric Chỉ số định lượng cụ thể dùng để chứng minh hiệu quả cải tiến. Định hướng giải pháp direction No AI / Rule / Workflow / A",2026-07-29T06:36:00+00:00
SYN-SLIDE-0113,synthetic_slide,true,d2-slide-hackathon.pdf,9,Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao,why,SYN-U053,SYN-C038,Vì sao phần “Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 9 nêu: Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết (không bao gồm giải pháp). Đối tượng ảnh hưởng actor Cá nhân hoặc bộ phận chịu tác động trực tiếp từ vấn đề. Quy trình hiện tại workflow Các bước vận hành thủ công hoặc tự động hiện tại (gồm 3 7 bước). Nút thắt & Tác động bottleneck + impact Khâu gây chậm trễ, sai sót hoặc lặp lại; hệ quả hay tổn thất cụ thể. Chỉ số đo thành công success metric Chỉ số định lượng cụ thể dùng để chứng minh hiệu quả cải tiến. Định hướng giải pháp direction No AI /",2026-07-29T06:39:00+00:00
SYN-SLIDE-0114,synthetic_slide,true,d2-slide-hackathon.pdf,9,Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao,apply,SYN-U054,SYN-C038,Cho mình một cách áp dụng hoặc ghi nhớ phần “Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết không bao”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 9: Bài toán 1 câu problem Vấn đề cụ thể cần giải quyết (không bao gồm giải pháp). Đối tượng ảnh hưởng actor Cá nhân hoặc bộ phận chịu tác động trực tiếp từ vấn đề. Quy trình hiện tại workflow Các bước vận hành thủ công hoặc tự động hiện tại (gồm 3 7 bước). Nút thắt & Tác động bottleneck + impact Khâu gây chậm trễ, sai sót hoặc lặp lại; hệ quả hay tổn thất cụ thể. Chỉ số đo thành công success metric Chỉ số định lượng cụ thể dùng để chứng minh hiệu quả cải tiến. Định hướng giải pháp direction No AI /",2026-07-29T06:42:00+00:00
SYN-SLIDE-0115,synthetic_slide,true,d2-slide-hackathon.pdf,10,01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế,explain,SYN-U055,SYN-C039,Bạn giải thích ngắn gọn nội dung chính về “01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế” được không?,"Trang 10 trình bày trọng tâm về 01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế. Dựa trên slide: 01 Quy trình hiện tại như thế nào? Công cụ, các bước, cơ chế bàn giao thông tin? 02 Nút thắt nằm ở đâu? Bước nào chậm, dễ sai sót, lặp lại? 03 Hao phí hiện tại là bao nhiêu? Thời gian, chi phí nhân sự, SLA, cơ hội bỏ lỡ? 04 Tiêu chí thành công đo bằng gì? Hiệu quả cải tiến định lượng cụ thể? 05 Hậu quả khi xảy ra sai sót? Phạm vi tự quyết của AI; điểm cần con người phê duyệt? 06 Có giải pháp phi AI đơn giản hơn? Quy tắc, checklist, quy trình hay tài liệu hướng dẫn? Câu hỏi khai thác bài toán — Bộ câu hỏi định hình ",2026-07-29T06:45:00+00:00
SYN-SLIDE-0116,synthetic_slide,true,d2-slide-hackathon.pdf,10,01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế,why,SYN-U056,SYN-C039,Vì sao phần “01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 10 nêu: 01 Quy trình hiện tại như thế nào? Công cụ, các bước, cơ chế bàn giao thông tin? 02 Nút thắt nằm ở đâu? Bước nào chậm, dễ sai sót, lặp lại? 03 Hao phí hiện tại là bao nhiêu? Thời gian, chi phí nhân sự, SLA, cơ hội bỏ lỡ? 04 Tiêu chí thành công đo bằng gì? Hiệu quả cải tiến định lượng cụ thể? 05 Hậu quả khi xảy ra sai sót? Phạm vi tự quyết của AI; điểm cần con người phê duyệt? 06 Có giải pháp phi AI đơn giản hơn? Quy tắc, checklist, quy trình hay tài liệu hướng dẫn? Câu hỏi khai thác bài toán — B",2026-07-29T06:48:00+00:00
SYN-SLIDE-0117,synthetic_slide,true,d2-slide-hackathon.pdf,10,01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế,apply,SYN-U057,SYN-C039,Cho mình một cách áp dụng hoặc ghi nhớ phần “01 Quy trình hiện tại như thế nào Công cụ các bước cơ chế”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 10: 01 Quy trình hiện tại như thế nào? Công cụ, các bước, cơ chế bàn giao thông tin? 02 Nút thắt nằm ở đâu? Bước nào chậm, dễ sai sót, lặp lại? 03 Hao phí hiện tại là bao nhiêu? Thời gian, chi phí nhân sự, SLA, cơ hội bỏ lỡ? 04 Tiêu chí thành công đo bằng gì? Hiệu quả cải tiến định lượng cụ thể? 05 Hậu quả khi xảy ra sai sót? Phạm vi tự quyết của AI; điểm cần con người phê duyệt? 06 Có giải pháp phi AI đơn giản hơn? Quy tắc, checklist, quy trình hay tài liệu hướng dẫn? Câu hỏi khai thác bài toán — B",2026-07-29T06:51:00+00:00
SYN-SLIDE-0118,synthetic_slide,true,d2-slide-hackathon.pdf,11,01 BASELINE Hiện trạng where we are Mức hao phí hiện tại là bao,explain,SYN-U058,SYN-C040,Bạn giải thích ngắn gọn nội dung chính về “01 BASELINE Hiện trạng where we are Mức hao phí hiện tại là bao” được không?,Trang 11 trình bày trọng tâm về 01 BASELINE Hiện trạng where we are Mức hao phí hiện tại là bao. Dựa trên slide: 01 · BASELINE Hiện trạng / where we are Mức hao phí hiện tại là bao nhiêu? Bằng con số cụ thể. 02 · TARGET Mục tiêu / where to go Kỳ vọng cải thiện ở mức độ nào? Ngưỡng cụ thể là gì? 03 · MEASUREMENT Đo lường / how we know Chỉ số nào chứng minh tính hiệu quả? Cách thu thập? VÍ DỤ THỜI GIAN HOÀN THÀNH Rút ngắn từ 90 phút xuống dưới 30 phút. CHẤT LƯỢNG CÔNG VIỆC Giảm tỷ lệ lỗi phân loại từ 20% xuống dưới 5%. TẢI TRỌNG VẬN HÀNH Cắt giảm 40% câu hỏi trùng lặp cần Trợ giảng xử lý. Định lượng hóa bài toán — Điểm đau chưa,2026-07-29T06:54:00+00:00
